source,name,lat,lng,DocNo
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Pakistan,30,70,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Khyber Pakhtunkhwa,34,71.32,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Punjab,31,74,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Sindh,26.13,68.76,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",U.S.,40,-100,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Kalam,35.48,72.58,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Swat Valley,35.38,72.18,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Malaysia,2.5,112.5,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",Britain,55,-3,192
"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead",UK,55,-3,192
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,U.S.,40,-100,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,Democratic Republic of the Congo,-2.88,23.65,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,DRC,-2.88,23.65,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,Kasai Occidental,-5.9,22.45,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,Kampungu,-5.21,21.42,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,Kananga,-5.89,22.44,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,West Kasai,-5.9,22.45,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,Rwanda,-1.94,29.87,193
Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo,Zambia,-15,30,193
UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence,Kenya,1,38,194
UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence,Europe,51,17.5,194
UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence,Uganda,1,32,194
Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation,Queensland,-23,143,195
Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation,Innisfail,-17.52,146.02,195
Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation,Cairns,-16.93,145.77,195
Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation,Australia,-25,133,195
Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation,Brisbane,-27.46,153.03,195
Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation,Townsville,-19.25,146.81,195
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,United States,40,-100,196
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,Iraq,33,44,196
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,Afghanistan,33,65,196
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,North Korea,40,127,196
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,Iran,32,53,196
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,U.S.,40,-100,196
Obama%27s_100-day_speech_warns_of_U.S.%27s_problems,Mexico,23,-102,196
"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases",China,35,103,197
"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases",Indonesia,-5,120,197
"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases",Africa,7.18,21.09,197
"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases",Rome,41.9,12.5,197
"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases",Italy,43,12,197
"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases",Java,-7.49,110.00,197
"Swine_flu,_in-depth:_worldwide_report",Mexico,23,-102,198
"Swine_flu,_in-depth:_worldwide_report",Australia,-25,133,198
"Swine_flu,_in-depth:_worldwide_report",Brazil,-10,-52,198
"Swine_flu,_in-depth:_worldwide_report",France,47,2,198
"Swine_flu,_in-depth:_worldwide_report",Italy,43,12,198
"Swine_flu,_in-depth:_worldwide_report",New Zealand,-42,174,198
"Swine_flu,_in-depth:_worldwide_report",Norway,61,8,198
"Swine_flu,_in-depth:_worldwide_report",Switzerland,46.83,8.33,198
"Swine_flu,_in-depth:_worldwide_report",UK,55,-3,198
"Swine_flu,_in-depth:_worldwide_report",US,40,-100,198
"Swine_flu,_in-depth:_worldwide_report",Sao Paulo,-23.55,-46.63,198
"Swine_flu,_in-depth:_worldwide_report",Rio de Janeiro,-22.90,-43.19,198
"Swine_flu,_in-depth:_worldwide_report",United States,40,-100,198
"Swine_flu,_in-depth:_worldwide_report",Argentina,-34,-64,198
"Swine_flu,_in-depth:_worldwide_report",China,35,103,198
"Swine_flu,_in-depth:_worldwide_report",India,21,78,198
"Swine_flu,_in-depth:_worldwide_report",Kenya,1,38,198
"Swine_flu,_in-depth:_worldwide_report",Nairobi,-1.28,36.81,198
"Swine_flu,_in-depth:_worldwide_report",Kisumu,-0.1,34.75,198
"Swine_flu,_in-depth:_worldwide_report",Rift Valley,0.5,36,198
"Swine_flu,_in-depth:_worldwide_report",United Kingdom,55,-3,198
"Swine_flu,_in-depth:_worldwide_report",Britain,55,-3,198
"Swine_flu,_in-depth:_worldwide_report",Vietnam,16.16,107.83,198
World_Health_Organization:_Stay_away_from_Ugandan_caves,Uganda,1,32,199
World_Health_Organization:_Stay_away_from_Ugandan_caves,Netherlands,52.31,5.55,199
World_Health_Organization:_Stay_away_from_Ugandan_caves,Soviet Union,60,98,199
Common_cold_virus_may_be_linked_to_childhood_obesity,San Diego,32.71,-117.16,200
Common_cold_virus_may_be_linked_to_childhood_obesity,US,40,-100,200
Common_cold_virus_may_be_linked_to_childhood_obesity,Pittsburgh,40.44,-79.99,200
Common_cold_virus_may_be_linked_to_childhood_obesity,Los Angeles,34.05,-118.25,200
"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children",People's Republic of China,35,103,201
"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children",China,35,103,201
"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children",Heze,35.23,115.47,201
"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children",Henan,33.9,113.5,201
"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children",Shandong,36.4,118.4,201
"UK_Wikinews_Shorts:_December_23,_2009",Northern Ireland,54.5,-6.5,202
"UK_Wikinews_Shorts:_December_23,_2009",Spain,40,-4,202
"UK_Wikinews_Shorts:_December_23,_2009",England,51.5,-0.11,202
Exploding_toads_confuse_scientists,Hamburg,53.56,10.00,203
Exploding_toads_confuse_scientists,Germany,51,9,203
Exploding_toads_confuse_scientists,Denmark,56,10,203
Exploding_toads_confuse_scientists,Låsby,56.15,9.81,203
Exploding_toads_confuse_scientists,Jutland,56,9.25,203
Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant,San Jose,37.33,-121.9,204
Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant,California,37,-120,204
Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant,Las Vegas,36.17,-115.13,204
Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant,Santa Clara County,37.36,-121.97,204
Toxic_wetlands_may_be_cause_of_thousands_of_bird_deaths_in_Western_Australia,Esperance,-33.86,121.89,205
Toxic_wetlands_may_be_cause_of_thousands_of_bird_deaths_in_Western_Australia,Australia,-25,133,205
Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen,Acapulco,16.86,-99.88,206
Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen,Guerrero,17.61,-99.95,206
Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen,Mexico,23,-102,206
Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen,Mexico City,19.43,-99.13,206
Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen,South America,-14.60,-57.65,206
Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen,United States,40,-100,206
Katrina_survivor_searchers_prepare_for_the_worst,New Orleans,29.95,-90.06,207
Katrina_survivor_searchers_prepare_for_the_worst,US,40,-100,207
Katrina_survivor_searchers_prepare_for_the_worst,Jefferson Parish,29.73,-90.1,207
Katrina_survivor_searchers_prepare_for_the_worst,Saint Bernard Parish,29.89,-89.35,207
Katrina_survivor_searchers_prepare_for_the_worst,Lake Pontchartrain,30.18,-90.10,207
Eight_Californians_seriously_ill_after_eating_live_shellfish,California,37,-120,208
Eight_Californians_seriously_ill_after_eating_live_shellfish,Mission Viejo,33.61,-117.65,208
Eight_Californians_seriously_ill_after_eating_live_shellfish,Fullerton,33.88,-117.92,208
"150,000_street_vendors_in_India_shown_how_to_avoid_causing_%27Delhi_belly%27",India,21,78,209
"150,000_street_vendors_in_India_shown_how_to_avoid_causing_%27Delhi_belly%27",Delhi,28.61,77.23,209
"150,000_street_vendors_in_India_shown_how_to_avoid_causing_%27Delhi_belly%27",Calcutta,22.56,88.36,209
Australia_appeals_for_no_execution_in_Indonesian_drug_case,Gold Coast,-28.01,153.4,210
Australia_appeals_for_no_execution_in_Indonesian_drug_case,Australia,-25,133,210
Australia_appeals_for_no_execution_in_Indonesian_drug_case,Bali,-8.65,115.21,210
Australia_appeals_for_no_execution_in_Indonesian_drug_case,Jakarta,-6.2,106.81,210
Australia_appeals_for_no_execution_in_Indonesian_drug_case,Indonesia,-5,120,210
UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid,Democratic Republic of Congo,-2.88,23.65,211
UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid,Mbanza Congo,-6.26,14.24,211
UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid,Angola,-12.5,18.5,211
UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid,Bas Congo Province,-5.81,13.48,211
UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid,DRC,-2.88,23.65,211
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,China,35,103,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,U.S.,40,-100,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,Oak Brook,41.84,-87.95,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,Illinois,40,-89,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,United Kingdom,55,-3,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,UK,55,-3,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,United States,40,-100,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,Dongguan,23.03,113.71,212
Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears,Guangdong,23.4,113.5,212
U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq,U.S.,40,-100,213
U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq,Iraq,33,44,213
U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq,Kuwait,29.5,45.75,213
U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq,Cedar City,37.68,-113.07,213
U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq,Utah,39,-111,213
New_Zealand_journalists_fall_ill_on_testing_water_filter,Christchurch,-43.53,172.62,214
New_Zealand_journalists_fall_ill_on_testing_water_filter,New Zealand,-42,174,214
New_Zealand_journalists_fall_ill_on_testing_water_filter,Kashmir,34.5,76,214
New_Zealand_journalists_fall_ill_on_testing_water_filter,India,21,78,214
New_Zealand_journalists_fall_ill_on_testing_water_filter,Pakistan,30,70,214
"Alabama_postal_workers_and_customers_become_ill,_suspicious_substance_found",Hueytown,33.43,-86.99,215
"Alabama_postal_workers_and_customers_become_ill,_suspicious_substance_found",Alabama,32.7,-86.7,215
"Alabama_postal_workers_and_customers_become_ill,_suspicious_substance_found",Birmingham,33.52,-86.81,215
Children_poisoned_by_tainted_cassava_in_the_Philippines,Bohol,9.9,124.2,216
Children_poisoned_by_tainted_cassava_in_the_Philippines,Mabini,9.87,124.52,216
Children_poisoned_by_tainted_cassava_in_the_Philippines,Ubay,10.05,124.47,216
Man_attempts_to_foil_breathalyzer_by_eating_feces,Ontario,50,-85,217
Man_attempts_to_foil_breathalyzer_by_eating_feces,Stroud,44.3,-79.58,217
Man_attempts_to_foil_breathalyzer_by_eating_feces,Canada,60,-95,217
Man_attempts_to_foil_breathalyzer_by_eating_feces,Bradford,44.11,-79.56,217
Meteorite_blamed_for_mysterious_illness_in_Peru,Lake Titicaca,-15.75,-69.41,218
Meteorite_blamed_for_mysterious_illness_in_Peru,Puno,-15.07,-70.12,218
Meteorite_blamed_for_mysterious_illness_in_Peru,Peru,-10,-76,218
Meteorite_blamed_for_mysterious_illness_in_Peru,Bolivia,-16.71,-64.66,218
Meteorite_blamed_for_mysterious_illness_in_Peru,Desaguadero,-16.56,-69.03,218
Meteorite_blamed_for_mysterious_illness_in_Peru,Massachusetts,42.3,-71.8,218
Meteorite_blamed_for_mysterious_illness_in_Peru,London,51.50,-0.12,218
Child_abuse_case_in_West_Virginia_ends_in_jail_time,Philippi,39.15,-80.04,219
Child_abuse_case_in_West_Virginia_ends_in_jail_time,West Virginia,39,-80.5,219
Child_abuse_case_in_West_Virginia_ends_in_jail_time,United States,40,-100,219
Sizzler_salad_bars_shut_after_rat_poison_found_in_food,Australia,-25,133,220
Sizzler_salad_bars_shut_after_rat_poison_found_in_food,Brisbane,-27.46,153.03,220
Sizzler_salad_bars_shut_after_rat_poison_found_in_food,Toowong,-27.48,152.98,220
Sizzler_salad_bars_shut_after_rat_poison_found_in_food,Queensland,-23,143,220
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",Britain,55,-3,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",UK,55,-3,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",Chechnya,43.4,45.71,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",Moscow,55.75,37.61,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",Piccadilly,51.50,-0.14,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",London,51.50,-0.12,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",United Kingdom,55,-3,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",Muswell Hill,51.59,-0.14,221
"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected",Grosvenor Square,51.51,-0.15,221
"Nitrite_poisoned_milk_kills_three_babies,_sickens_35_in_China",Pingliang,35.53,106.68,222
"Nitrite_poisoned_milk_kills_three_babies,_sickens_35_in_China",China,35,103,222
Two_children_killed_after_eating_poisonous_cake_in_Iraq,Baghdad,33.33,44.38,223
Two_children_killed_after_eating_poisonous_cake_in_Iraq,Iraq,33,44,223
Two_children_killed_after_eating_poisonous_cake_in_Iraq,Amman,31.94,35.93,223
Two_children_killed_after_eating_poisonous_cake_in_Iraq,Jordan,31.24,36.51,223
Two_children_killed_after_eating_poisonous_cake_in_Iraq,United Kingdom,55,-3,223
Two_children_killed_after_eating_poisonous_cake_in_Iraq,Adhamiya,33.36,44.36,223
Two_children_killed_after_eating_poisonous_cake_in_Iraq,Adhamiyah,33.36,44.36,223
PM_of_Georgia_dies_of_gas_poisoning,Georgia,42,43.5,224
PM_of_Georgia_dies_of_gas_poisoning,Kvemo-Kartli,41.51,44.51,224
B.B._King%27s_daughters_allege_blues_musician_was_poisoned,Las Vegas,36.17,-115.13,225
B.B._King%27s_daughters_allege_blues_musician_was_poisoned,Clark County,36.2,-115.02,225
B.B._King%27s_daughters_allege_blues_musician_was_poisoned,Nevada,39,-117,225
"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning",Cornwall,50.3,-4.9,226
"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning",South West England,50.96,-3.22,226
"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning",Camborne,50.21,-5.3,226
"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning",Devon,50.7,-3.8,226
"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning",Roskear,50.22,-5.28,226
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,U.S.,40,-100,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Denver,39.76,-104.88,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Cajamarca,-7.16,-78.51,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Peru,-10,-76,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,San Juan,-7.29,-78.49,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Choropampa,-7.28,-78.57,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Magdalena,-7.25,-78.65,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Yanacocha,-6.98,-78.50,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Indonesia,-5,120,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,United States,40,-100,227
Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning,Jakarta,-6.2,106.81,227
Study_reveals_mercury_contamination_throughout_US_food_chain,United States,40,-100,228
Study_reveals_mercury_contamination_throughout_US_food_chain,Florida,28.1,-81.6,228
Study_reveals_mercury_contamination_throughout_US_food_chain,Utah,39,-111,228
