,SNE Name,lat,lng,Country Code,Type,Population,source
1015,Guildford,51.23536,-0.57427,GB,P,71873,Foot-and-mouth_source_confirmed_as_research_laboratory
1016,Alberta,52.28333,-117.469,CA,A,3497881,8th_case_of_mad_cow_disease_found_in_Canada
1017,United States,39.76,-98.5,US,A,327167434,8th_case_of_mad_cow_disease_found_in_Canada
1018,Canada,60.10867,-113.64258,CA,A,37058856,8th_case_of_mad_cow_disease_found_in_Canada
1019,Britain,39.25288,-77.69694,US,P,0,"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected"
1020,Muswell Hill,51.59054,-0.14212,GB,P,27992,"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected"
1021,United Kingdom,54.75844,-2.69531,GB,A,66488991,"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected"
1022,Ukraine,49,32,UA,A,44622516,"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected"
1023,London,51.50853,-0.12574,GB,P,8961989,"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected"
1024,Moscow,46.73239,-117.00017,US,P,25060,"Former_Russian_spy_Litvinenko_dies,_radioactive_poisoning_suspected"
1025,Atlantic,39.46883,-74.63373,US,A,274549,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1026,South Africa,-29,24,ZA,A,57779622,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1027,Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1028,Américas,9.89896,-83.67407,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1029,Houston,31.31773,-95.42268,US,A,23732,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1030,Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1031,Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
1032,Kisumu,-0.069,34.64,KE,A,968909,Kenya_confirms_first_swine_flu_case
1033,Britain,39.25288,-77.69694,US,P,0,Kenya_confirms_first_swine_flu_case
1034,India,22,79,IN,A,1352617328,Kenya_confirms_first_swine_flu_case
1035,South Africa,-29,24,ZA,A,57779622,Kenya_confirms_first_swine_flu_case
1036,Houston,31.31773,-95.42268,US,A,23732,Kenya_confirms_first_swine_flu_case
1037,London,42.98339,-81.23304,CA,P,346765,Kenya_confirms_first_swine_flu_case
1038,Kenya,1,38,KE,A,51393010,Kenya_confirms_first_swine_flu_case
1039,Nyanza,0.30763,29.74004,CD,P,0,Kenya_confirms_first_swine_flu_case
1040,Nairobi,-1.28333,36.83333,KE,A,3138369,Kenya_confirms_first_swine_flu_case
1041,England,52.16045,-0.70312,GB,A,56286961,British_report_says_the_U.K._is_preparing_%27mass_graves%27_for_humans_if_Bird_Flu_mutates
1042,Tuzilu Kekashicun,38.87035,77.72151,CN,P,0,British_report_says_the_U.K._is_preparing_%27mass_graves%27_for_humans_if_Bird_Flu_mutates
1043,Wales,52.5,-3.5,GB,A,3113150,British_report_says_the_U.K._is_preparing_%27mass_graves%27_for_humans_if_Bird_Flu_mutates
1044,Pingliang,35.53917,106.68611,CN,P,504848,"Nitrite_poisoned_milk_kills_three_babies,_sickens_35_in_China"
1045,China,35,105,CN,A,1392730000,"Nitrite_poisoned_milk_kills_three_babies,_sickens_35_in_China"
1046,Australia,-25,135,AU,A,24992369,Swine_flu:_recent_developments_worldwide
1047,Turkey,39,35,TR,A,82319724,Swine_flu:_recent_developments_worldwide
1048,England,52.16045,-0.70312,GB,A,56286961,Swine_flu:_recent_developments_worldwide
1049,São Paulo,-22,-49,BR,A,41252160,Swine_flu:_recent_developments_worldwide
1050,Minas Gerais,-18,-44,BR,A,19595309,Swine_flu:_recent_developments_worldwide
1051,Chile,-30,-71,CL,A,18729160,Swine_flu:_recent_developments_worldwide
1052,New Zealand,-42,174,NZ,A,4885500,Swine_flu:_recent_developments_worldwide
1053,Brazil,-10,-55,BR,A,209469333,Swine_flu:_recent_developments_worldwide
1054,Philippines,13.40882,122.56155,PH,A,106651922,Swine_flu:_recent_developments_worldwide
1055,Spain,40,-4,ES,A,46723749,Swine_flu:_recent_developments_worldwide
1056,Wisconsin,44.50024,-90.00041,US,A,5535168,Swine_flu:_recent_developments_worldwide
1057,New South Wales,-33,146,AU,A,8046100,Swine_flu:_recent_developments_worldwide
1058,Bulgaria,42.66667,25.25,BG,A,7000039,Swine_flu:_recent_developments_worldwide
1059,New York,40.77427,-73.96981,US,A,1585873,Swine_flu:_recent_developments_worldwide
1060,United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu:_recent_developments_worldwide
1061,Istanbul,41.01384,28.94966,TR,P,14804116,Swine_flu:_recent_developments_worldwide
1062,Ho Chi Minh City,10.82302,106.62965,VN,P,8993082,Swine_flu:_recent_developments_worldwide
1063,United States,39.76,-98.5,US,A,327167434,Swine_flu:_recent_developments_worldwide
1064,Vietnam,16.16667,107.83333,VN,A,95540395,Swine_flu:_recent_developments_worldwide
1065,Tocantins,-10.5,-48,BR,A,1383453,Swine_flu:_recent_developments_worldwide
1066,Iraq,33,44,IQ,A,38433600,Swine_flu:_recent_developments_worldwide
1067,Japan,35.68536,139.75309,JP,A,126529100,Swine_flu:_recent_developments_worldwide
1068,Ukraine,49,32,UA,A,44622516,Swine_flu:_recent_developments_worldwide
1069,Rio Grande do Sul,-30,-53.5,BR,A,10695532,Swine_flu:_recent_developments_worldwide
1070,Ås,59.66366,10.79101,NO,A,15863,Swine_flu:_recent_developments_worldwide
1071,Américas,9.89896,-83.67407,CR,P,0,Swine_flu:_recent_developments_worldwide
1072,Rio de Janeiro,-22.90642,-43.18223,BR,P,6023699,Swine_flu:_recent_developments_worldwide
1073,Moscow,46.73239,-117.00017,US,P,25060,Swine_flu:_recent_developments_worldwide
1074,Melbourne,28.08363,-80.60811,US,P,80127,Swine_flu:_recent_developments_worldwide
1075,Victoria,28.79635,-96.97153,US,A,86793,Swine_flu:_recent_developments_worldwide
1076,Scotland,34.8409,-79.48043,US,A,36157,Swine_flu:_recent_developments_worldwide
1077,Toronto,40.46423,-80.60091,US,P,4882,Swine_flu:_recent_developments_worldwide
1078,Santa Catarina,26.65534,-98.57752,US,P,0,Swine_flu:_recent_developments_worldwide
1079,Egypt,40.6801,-75.52991,US,P,2391,Swine_flu:_recent_developments_worldwide
1080,Lebanon,40.36723,-76.45771,US,A,133568,Swine_flu:_recent_developments_worldwide
1081,Paisley,28.9836,-81.54174,US,P,818,Swine_flu:_recent_developments_worldwide
1082,Nicaragua,16.11861,-93.17611,MX,P,6,Swine_flu:_recent_developments_worldwide
1083,Russia,18.21649,-78.12361,JM,A,872,Swine_flu:_recent_developments_worldwide
1084,Singapore,-24.56233,29.31502,ZA,P,0,Swine_flu:_recent_developments_worldwide
1085,Santiago,-29.11368,-54.73359,BR,A,49082,Swine_flu:_recent_developments_worldwide
1086,Canada,60.10867,-113.64258,CA,A,37058856,Swine_flu:_recent_developments_worldwide
1087,Glasgow,36.99588,-85.91192,US,P,14470,Swine_flu:_recent_developments_worldwide
1088,Australia,-25,135,AU,A,24992369,Poisoned_liquor_kills_17_in_Kenyan_slum
1089,Turkey,39,35,TR,A,82319724,Poisoned_liquor_kills_17_in_Kenyan_slum
1090,England,52.16045,-0.70312,GB,A,56286961,Poisoned_liquor_kills_17_in_Kenyan_slum
1091,São Paulo,-22,-49,BR,A,41252160,Poisoned_liquor_kills_17_in_Kenyan_slum
1092,Minas Gerais,-18,-44,BR,A,19595309,Poisoned_liquor_kills_17_in_Kenyan_slum
1093,Chile,-30,-71,CL,A,18729160,Poisoned_liquor_kills_17_in_Kenyan_slum
1094,New Zealand,-42,174,NZ,A,4885500,Poisoned_liquor_kills_17_in_Kenyan_slum
1095,Brazil,-10,-55,BR,A,209469333,Poisoned_liquor_kills_17_in_Kenyan_slum
1096,Philippines,13.40882,122.56155,PH,A,106651922,Poisoned_liquor_kills_17_in_Kenyan_slum
1097,Spain,40,-4,ES,A,46723749,Poisoned_liquor_kills_17_in_Kenyan_slum
1098,Wisconsin,44.50024,-90.00041,US,A,5535168,Poisoned_liquor_kills_17_in_Kenyan_slum
1099,New South Wales,-33,146,AU,A,8046100,Poisoned_liquor_kills_17_in_Kenyan_slum
1100,Bulgaria,42.66667,25.25,BG,A,7000039,Poisoned_liquor_kills_17_in_Kenyan_slum
1101,New York,40.77427,-73.96981,US,A,1585873,Poisoned_liquor_kills_17_in_Kenyan_slum
1102,United Kingdom,54.75844,-2.69531,GB,A,66488991,Poisoned_liquor_kills_17_in_Kenyan_slum
1103,Istanbul,41.01384,28.94966,TR,P,14804116,Poisoned_liquor_kills_17_in_Kenyan_slum
1104,Ho Chi Minh City,10.82302,106.62965,VN,P,8993082,Poisoned_liquor_kills_17_in_Kenyan_slum
1105,United States,39.76,-98.5,US,A,327167434,Poisoned_liquor_kills_17_in_Kenyan_slum
1106,Vietnam,16.16667,107.83333,VN,A,95540395,Poisoned_liquor_kills_17_in_Kenyan_slum
1107,Tocantins,-10.5,-48,BR,A,1383453,Poisoned_liquor_kills_17_in_Kenyan_slum
1108,Iraq,33,44,IQ,A,38433600,Poisoned_liquor_kills_17_in_Kenyan_slum
1109,Japan,35.68536,139.75309,JP,A,126529100,Poisoned_liquor_kills_17_in_Kenyan_slum
1110,Ukraine,49,32,UA,A,44622516,Poisoned_liquor_kills_17_in_Kenyan_slum
1111,Rio Grande do Sul,-30,-53.5,BR,A,10695532,Poisoned_liquor_kills_17_in_Kenyan_slum
1112,Ås,59.66366,10.79101,NO,A,15863,Poisoned_liquor_kills_17_in_Kenyan_slum
1113,Américas,9.89896,-83.67407,CR,P,0,Poisoned_liquor_kills_17_in_Kenyan_slum
1114,Rio de Janeiro,-22.90642,-43.18223,BR,P,6023699,Poisoned_liquor_kills_17_in_Kenyan_slum
1115,Moscow,46.73239,-117.00017,US,P,25060,Poisoned_liquor_kills_17_in_Kenyan_slum
1116,Melbourne,28.08363,-80.60811,US,P,80127,Poisoned_liquor_kills_17_in_Kenyan_slum
1117,Victoria,28.79635,-96.97153,US,A,86793,Poisoned_liquor_kills_17_in_Kenyan_slum
1118,Scotland,34.8409,-79.48043,US,A,36157,Poisoned_liquor_kills_17_in_Kenyan_slum
1119,Toronto,40.46423,-80.60091,US,P,4882,Poisoned_liquor_kills_17_in_Kenyan_slum
1120,Santa Catarina,26.65534,-98.57752,US,P,0,Poisoned_liquor_kills_17_in_Kenyan_slum
1121,Egypt,40.6801,-75.52991,US,P,2391,Poisoned_liquor_kills_17_in_Kenyan_slum
1122,Lebanon,40.36723,-76.45771,US,A,133568,Poisoned_liquor_kills_17_in_Kenyan_slum
1123,Paisley,28.9836,-81.54174,US,P,818,Poisoned_liquor_kills_17_in_Kenyan_slum
1124,Nicaragua,16.11861,-93.17611,MX,P,6,Poisoned_liquor_kills_17_in_Kenyan_slum
1125,Russia,18.21649,-78.12361,JM,A,872,Poisoned_liquor_kills_17_in_Kenyan_slum
1126,Singapore,-24.56233,29.31502,ZA,P,0,Poisoned_liquor_kills_17_in_Kenyan_slum
1127,Santiago,-29.11368,-54.73359,BR,A,49082,Poisoned_liquor_kills_17_in_Kenyan_slum
1128,Canada,60.10867,-113.64258,CA,A,37058856,Poisoned_liquor_kills_17_in_Kenyan_slum
1129,Glasgow,36.99588,-85.91192,US,P,14470,Poisoned_liquor_kills_17_in_Kenyan_slum
1130,Nairobi,-1.28333,36.83333,KE,A,3138369,Poisoned_liquor_kills_17_in_Kenyan_slum
1131,Kenya,1,38,KE,A,51393010,Poisoned_liquor_kills_17_in_Kenyan_slum
1132,Kibera,0.65,28.76667,CD,P,0,Poisoned_liquor_kills_17_in_Kenyan_slum
1133,Ituri,1.56667,30.25,CD,A,4241236,Plague_kills_scores_in_Democratic_Republic_of_Congo
1134,Orientale,2.5,27,CD,A,6828888,Plague_kills_scores_in_Democratic_Republic_of_Congo
1135,Kinshasa,-4.32758,15.31357,CD,P,7785965,Plague_kills_scores_in_Democratic_Republic_of_Congo
1136,Congo,-7.79578,-36.63487,BR,A,4692,Plague_kills_scores_in_Democratic_Republic_of_Congo
1137,Wanborough,51.22778,-0.67387,GB,A,0,Foot-and-mouth_confirmed_at_UK_farm
1138,France,46,2,FR,A,66987244,Foot-and-mouth_confirmed_at_UK_farm
1139,Ukraine,49,32,UA,A,44622516,Foot-and-mouth_confirmed_at_UK_farm
1140,London,51.50853,-0.12574,GB,P,8961989,Foot-and-mouth_confirmed_at_UK_farm
1141,Surrey,51.25,-0.33333,GB,A,1176549,Foot-and-mouth_confirmed_at_UK_farm
1142,Italy,42.83333,12.83333,IT,A,60431283,Foot-and-mouth_confirmed_at_UK_farm
1143,Dorset,50.75,-2.33333,GB,A,422727,Foot-and-mouth_confirmed_at_UK_farm
1144,Gauteng,-26.08333,28.25,ZA,A,10058121,World_AIDS_Day_events_held_around_the_globe
1145,United States,39.76,-98.5,US,A,327167434,World_AIDS_Day_events_held_around_the_globe
1146,South Africa,-29,24,ZA,A,57779622,World_AIDS_Day_events_held_around_the_globe
1147,Midrand,-25.98953,28.12843,ZA,P,87387,World_AIDS_Day_events_held_around_the_globe
1148,Shanghai,31.16667,121.41667,CN,A,18880000,World_AIDS_Day_events_held_around_the_globe
1149,Changsha,28.19874,112.97087,CN,P,3093980,World_AIDS_Day_events_held_around_the_globe
1150,China,35,105,CN,A,1392730000,World_AIDS_Day_events_held_around_the_globe
1151,Beijing,39.9075,116.39723,CN,P,18960744,World_AIDS_Day_events_held_around_the_globe
1152,Johannesburg,-26.20227,28.04363,ZA,P,2026469,World_AIDS_Day_events_held_around_the_globe
1153,Sanya,18.24306,109.505,CN,P,1031396,World_AIDS_Day_events_held_around_the_globe
1154,North Carolina,35.50069,-80.00032,US,A,10488084,2014_flu_season_in_USA
1155,Arkansas,34.75037,-92.50044,US,A,2757631,2014_flu_season_in_USA
1156,Maine,45.50032,-69.24977,US,A,1325518,2014_flu_season_in_USA
1157,Rhode Island,41.75038,-71.49978,US,A,1050292,2014_flu_season_in_USA
1158,Idaho,44.5002,-114.25118,US,A,1416564,2014_flu_season_in_USA
1159,West Virginia,38.50038,-80.50009,US,A,1817871,2014_flu_season_in_USA
1160,Alabama,32.75041,-86.75026,US,A,4530315,2014_flu_season_in_USA
1161,Houston,31.31773,-95.42268,US,A,23732,2014_flu_season_in_USA
1162,Montana,47.00025,-109.75102,US,A,930698,2014_flu_season_in_USA
1163,New Hampshire,43.66702,-71.4998,US,A,1316216,2014_flu_season_in_USA
1164,Virginia,37.54812,-77.44675,US,A,7642884,2014_flu_season_in_USA
1165,Colorado,39.00027,-105.50083,US,A,4678630,2014_flu_season_in_USA
1166,Delaware,39.00039,-75.49992,US,A,838549,2014_flu_season_in_USA
1167,Vermont,44.00034,-72.74983,US,A,624501,2014_flu_season_in_USA
1168,Anhui,31.91667,117.16667,CN,A,64610000,Child_virus_outbreak_reaches_Beijing
1169,Guangxi,24,109,CN,A,48160000,Child_virus_outbreak_reaches_Beijing
1170,Guangdong,23.5,113.25,CN,A,104303132,Child_virus_outbreak_reaches_Beijing
1171,Fuyang,28.53258,107.74252,CN,P,0,Child_virus_outbreak_reaches_Beijing
1172,Zhejiang,29.16667,120,CN,A,51200000,Child_virus_outbreak_reaches_Beijing
1173,Hebei,23.37081,115.38234,CN,P,0,Child_virus_outbreak_reaches_Beijing
1174,China,35,105,CN,A,1392730000,Child_virus_outbreak_reaches_Beijing
1175,Hubei,32.63637,120.08452,CN,P,0,Child_virus_outbreak_reaches_Beijing
1176,China,35,105,CN,A,1392730000,Child_virus_outbreak_reaches_Beijing
1177,Beijing,39.9075,116.39723,CN,P,18960744,Child_virus_outbreak_reaches_Beijing
1178,China,35,105,CN,A,1392730000,Child_virus_outbreak_reaches_Beijing
1179,Hubei,31,112.25,CN,A,57110000,Child_virus_outbreak_reaches_Beijing
1180,Hainan,19.25,109.75,CN,A,8540000,Child_virus_outbreak_reaches_Beijing
1181,Hunan,27.66667,111.75,CN,A,66980000,Child_virus_outbreak_reaches_Beijing
1182,Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
1183,France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
1184,Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
1185,Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
1186,E-u,20.70789,99.1428,MM,P,0,Libya_frees_foreign_HIV_medics
1187,Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
1188,Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
1189,Tripoli,32.88743,13.18733,LY,P,1150989,Libya_frees_foreign_HIV_medics
1190,Paris,48.85339,2.34864,FR,A,4380654,Libya_frees_foreign_HIV_medics
1191,South Sudan,7.5,30,SS,A,8260490,Six_aid_workers_dead_in_ambush_in_South_Sudan
1192,Pibor,6.79853,33.13045,SS,P,0,Six_aid_workers_dead_in_ambush_in_South_Sudan
1193,Juba,4.85871,31.59162,SS,A,492970,Six_aid_workers_dead_in_ambush_in_South_Sudan
1194,Goz Beida,12.22643,21.40983,TD,P,1000,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad
1195,Sudan,16,30,SD,A,41801533,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad
1196,Darfur,44.05135,-94.83804,US,P,106,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad
1197,South Africa,-29,24,ZA,A,57779622,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad
1198,Chad,15,19,TD,A,15477751,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad
1199,England,52.16045,-0.70312,GB,A,56286961,H5N1_strain_of_Avian_Flu_found_in_the_UK
1200,United Kingdom,54.75844,-2.69531,GB,A,66488991,H5N1_strain_of_Avian_Flu_found_in_the_UK
1201,Cellardyke,56.22411,-2.69054,GB,P,0,H5N1_strain_of_Avian_Flu_found_in_the_UK
1202,Suffolk,52.16667,1,GB,A,745274,H5N1_strain_of_Avian_Flu_found_in_the_UK
1203,Fife,56.25,-3.16667,GB,A,370330,H5N1_strain_of_Avian_Flu_found_in_the_UK
1204,Scotland,56,-4,GB,A,5404700,H5N1_strain_of_Avian_Flu_found_in_the_UK
1205,New Jersey,40.16706,-74.49987,US,A,8751436,James_Brown_dies_of_pneumonia
1206,New York,40.77427,-73.96981,US,A,1585873,James_Brown_dies_of_pneumonia
1207,Atlanta,33.749,-84.38798,US,P,463878,James_Brown_dies_of_pneumonia
1208,Washington,44.27342,-72.6149,US,A,59534,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1209,United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1210,Iowa,42.00027,-93.50049,US,A,2955010,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1211,Sweden,62,15,SE,A,10183175,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1212,Ukraine,49,32,UA,A,44622516,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1213,Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1214,Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1215,Canada,60.10867,-113.64258,CA,A,37058856,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
1216,Kansas,38.50029,-98.50063,US,A,2740759,US_declares_public_health_emergency_over_spread_of_swine_flu
1217,Ohio,38.9501,-84.96503,US,A,6128,US_declares_public_health_emergency_over_spread_of_swine_flu
1218,United States,39.76,-98.5,US,A,327167434,US_declares_public_health_emergency_over_spread_of_swine_flu
1219,Texas,36.74791,-101.49001,US,A,20640,US_declares_public_health_emergency_over_spread_of_swine_flu
1220,New York,40.77427,-73.96981,US,A,1585873,US_declares_public_health_emergency_over_spread_of_swine_flu
1221,Queens,40.65749,-73.83875,US,A,2230722,US_declares_public_health_emergency_over_spread_of_swine_flu
1222,Ås,59.66366,10.79101,NO,A,15863,US_declares_public_health_emergency_over_spread_of_swine_flu
1223,City of New York,40.66393,-73.93827,US,A,8175133,US_declares_public_health_emergency_over_spread_of_swine_flu
1224,United States,39.76,-98.5,US,A,327167434,US_declares_public_health_emergency_over_spread_of_swine_flu
1225,California,37.25022,-119.75126,US,A,39512223,US_declares_public_health_emergency_over_spread_of_swine_flu
1226,Tennessee,35.75035,-86.25027,US,A,5935099,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1227,Ohio,38.9501,-84.96503,US,A,6128,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1228,Missouri,38.25031,-92.50046,US,A,5768151,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1229,Illinois,40.00032,-89.25037,US,A,12772888,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1230,Wisconsin,44.50024,-90.00041,US,A,5535168,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1231,Alberta,52.28333,-117.469,CA,A,3497881,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1232,Oklahoma,35.49209,-97.50328,US,A,3547049,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1233,New Mexico,34.50034,-106.00085,US,A,1912684,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1234,New York,40.77427,-73.96981,US,A,1585873,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1235,British Columbia,53.99983,-125.0032,CA,A,4413973,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1236,Washington,44.27342,-72.6149,US,A,59534,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1237,United States,39.76,-98.5,US,A,327167434,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1238,New Jersey,40.16706,-74.49987,US,A,8751436,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1239,Ås,59.66366,10.79101,NO,A,15863,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1240,Honduras,40.7581,-85.03302,US,P,0,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1241,Arizona,34.5003,-111.50098,US,A,5863809,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1242,California,37.25022,-119.75126,US,A,39512223,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1243,Manitoba,55.00019,-97.00049,CA,A,1193566,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1244,Ontario,34.06334,-117.65089,US,P,171214,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1245,Colorado,39.00027,-105.50083,US,A,4678630,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1246,Utah,39.25024,-111.75103,US,A,2427340,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1247,Georgia,32.75042,-83.50018,US,A,8975842,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1248,Oregon,44.00013,-120.50139,US,A,3642919,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1249,New Brunswick,40.48622,-74.45182,US,P,57035,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1250,Canada,60.10867,-113.64258,CA,A,37058856,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks
1251,Maharashtra,19.5,76,IN,A,112374333,"First_bird_flu_cases_registered_In_Maharashtra,_India"
1252,Mumbai,18.95963,72.84962,IN,A,0,"First_bird_flu_cases_registered_In_Maharashtra,_India"
1253,India,22,79,IN,A,1352617328,"First_bird_flu_cases_registered_In_Maharashtra,_India"
1254,Nandurbar,21.37,74.2,IN,A,1648295,"First_bird_flu_cases_registered_In_Maharashtra,_India"
1255,Dhule,20.9013,74.77737,IN,P,366980,"First_bird_flu_cases_registered_In_Maharashtra,_India"
1256,Washington,44.27342,-72.6149,US,A,59534,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
1257,Nigeria,10,8,NG,A,195874740,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
1258,Bogotá  D.C.,4.31465,-74.18077,CO,A,6840116,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
1259,Rockville,39.084,-77.15276,US,P,66980,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
1260,Maryland,39.00039,-76.74997,US,A,5624246,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
1261,New Zealand,-42,174,NZ,A,4885500,Hepatitis_scare_at_New_Zealand_McDonald%27s_restaurant
1262,Greenlane,-36.89055,174.79426,NZ,P,0,Hepatitis_scare_at_New_Zealand_McDonald%27s_restaurant
1263,Auckland,-36.85,174.78333,NZ,A,444100,Hepatitis_scare_at_New_Zealand_McDonald%27s_restaurant
1264,Västerås,63.26667,17.18333,SE,P,0,Possible_first_case_of_mad_cow_disease_in_Sweden
1265,United Kingdom,54.75844,-2.69531,GB,A,66488991,Possible_first_case_of_mad_cow_disease_in_Sweden
1266,Sweden,62,15,SE,A,10183175,Possible_first_case_of_mad_cow_disease_in_Sweden
1267,Ukraine,49,32,UA,A,44622516,Possible_first_case_of_mad_cow_disease_in_Sweden
1268,Stockholm,59.5,18,SE,A,2127006,Possible_first_case_of_mad_cow_disease_in_Sweden
1269,Zimbabwe,-20.26667,30.91667,ZW,P,0,WHO:_Polio_reemerging_in_Africa
1270,South Africa,-29,24,ZA,A,57779622,WHO:_Polio_reemerging_in_Africa
1271,Chad,15,19,TD,A,15477751,WHO:_Polio_reemerging_in_Africa
1272,Angola,-12.5,18.5,AO,A,30809762,WHO:_Polio_reemerging_in_Africa
1273,Nepal,28,84,NP,A,28087871,Asian_monsoon_rains_force_millions_to_flee
1274,India,22,79,IN,A,1352617328,Asian_monsoon_rains_force_millions_to_flee
1275,Uttar Pradesh,27.25,80.75,IN,A,199812341,Asian_monsoon_rains_force_millions_to_flee
1276,Bangladesh,24,90,BD,A,161356039,Asian_monsoon_rains_force_millions_to_flee
1277,Gondra,21.99808,77.77538,IN,P,0,Asian_monsoon_rains_force_millions_to_flee
1278,Indore,22.71792,75.8333,IN,P,1837041,Asian_monsoon_rains_force_millions_to_flee
1279,Bihar,25.75,85.75,IN,A,104099452,Asian_monsoon_rains_force_millions_to_flee
1280,Amman,31.58369,36.33335,JO,A,1972712,Two_children_killed_after_eating_poisonous_cake_in_Iraq
1281,United Kingdom,54.75844,-2.69531,GB,A,66488991,Two_children_killed_after_eating_poisonous_cake_in_Iraq
1282,Baghdad,33.34058,44.40088,IQ,P,7216000,Two_children_killed_after_eating_poisonous_cake_in_Iraq
1283,Iraq,33,44,IQ,A,38433600,Two_children_killed_after_eating_poisonous_cake_in_Iraq
1284,Jordan,31,36,JO,A,9956011,Two_children_killed_after_eating_poisonous_cake_in_Iraq
1285,Amman,31.58369,36.33335,JO,A,1972712,Blood_recipients_contract_HIV_in_Peru
1286,United Kingdom,54.75844,-2.69531,GB,A,66488991,Blood_recipients_contract_HIV_in_Peru
1287,Baghdad,33.34058,44.40088,IQ,P,7216000,Blood_recipients_contract_HIV_in_Peru
1288,Iraq,33,44,IQ,A,38433600,Blood_recipients_contract_HIV_in_Peru
