SNE Name,lat,lng,Country Code,Type,Population,source
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Moscow,46.73239,-117.00017,US,P,25060,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Moscow,46.73239,-117.00017,US,P,25060,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Moscow,46.73239,-117.00017,US,P,25060,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Moscow,46.73239,-117.00017,US,P,25060,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Moscow,46.73239,-117.00017,US,P,25060,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Hohhot,40.81056,111.65222,CN,P,2350000,China_and_Europe_face_new_avian_flu_outbreaks
Inner Mongolia,43.5,114.75,CN,A,24259735,China_and_Europe_face_new_avian_flu_outbreaks
Romania,46,25,RO,A,19473936,China_and_Europe_face_new_avian_flu_outbreaks
Macedonia,41.31367,-81.50845,US,P,11686,China_and_Europe_face_new_avian_flu_outbreaks
Moscow,46.73239,-117.00017,US,P,25060,China_and_Europe_face_new_avian_flu_outbreaks
Russia,60,100,RU,A,144478050,China_and_Europe_face_new_avian_flu_outbreaks
China,35,105,CN,A,1392730000,China_and_Europe_face_new_avian_flu_outbreaks
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Atlantic,39.46883,-74.63373,US,A,274549,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Atlantic,39.46883,-74.63373,US,A,274549,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Atlantic,39.46883,-74.63373,US,A,274549,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
South Africa,-29,24,ZA,A,57779622,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Atlantic,39.46883,-74.63373,US,A,274549,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
San Agustín,13.45617,-88.58978,SV,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Northwest,38.93261,-77.04248,US,A,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
South Africa,-29,24,ZA,A,57779622,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Américas,9.96455,-84.04472,CR,P,0,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Alaska,64.00028,-150.00028,US,A,660633,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Virginia,37.54812,-77.44675,US,A,7642884,Duck_hunters_asked_to_help_monitor_spread_of_Avian_Flu
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
South Africa,-29,24,ZA,A,57779622,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
South Africa,-29,24,ZA,A,57779622,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
South Africa,-29,24,ZA,A,57779622,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
South Africa,-29,24,ZA,A,57779622,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Russia,60,100,RU,A,144478050,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Ukraine,49,32,UA,A,44622516,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
South Africa,-29,24,ZA,A,57779622,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Russia,60,100,RU,A,144478050,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Germany,51.5,10.5,DE,A,82927922,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Greece,39,22,GR,A,10727668,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Ukraine,49,32,UA,A,44622516,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Slovenia,46.08333,15,SI,A,2067372,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Croatia,45.16667,15.5,HR,A,4089400,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Austria,47.33333,13.33333,AT,A,8847037,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Bulgaria,42.66667,25.25,BG,A,7000039,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
South Africa,-29,24,ZA,A,57779622,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Russia,60,100,RU,A,144478050,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Italy,42.83333,12.83333,IT,A,60431283,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Denmark,56,10,DK,A,5797446,Europe_restricts_poultry_as_bird_flu_spreads_to_eight_European_nations
Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Beni Suweif,28.9,30.6,EG,A,2771138,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Beni Suweif,28.9,30.6,EG,A,2771138,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
Mumbai,18.95963,72.84962,IN,A,0,"First_bird_flu_cases_registered_In_Maharashtra,_India"
Nandurbar,21.37,74.2,IN,A,1648295,"First_bird_flu_cases_registered_In_Maharashtra,_India"
Maharashtra,19.5,76,IN,A,112374333,"First_bird_flu_cases_registered_In_Maharashtra,_India"
India,22,79,IN,A,1352617328,"First_bird_flu_cases_registered_In_Maharashtra,_India"
